ProbeID	1 Avg_ctrl	1 Avg_treat	1 FoldChange	1 Rank_modT	1 Rank_WAD	1 RP_origPvalue	1 RP_correctedPvalue	1 Rank_RP	1 DEG	Homolog_GID	Description	Function	TAIR-annotation	AGI	Symbol	short_description
POPTR_0017s02410.1	13.33819277	5.23352829	-2.548604313	429	2459	6.0	0.035407407	207	DEG	AT4G05320.4	polyubiquitin 10	One of five polyubiquitin genes in A. thaliana.  These genes encode the highly conserved 76-amino acid protein ubiquitin that is covalently attached to substrate proteins targeting most for degradation. Polyubiquitin genes are characterized by the presence of tandem repeats of the 228 bp that encode a ubiquitin monomer. Induced by salicylic acid. Independent of NPR1 for their induction by salicylic acid.	"polyubiquitin 10 (UBQ10); CONTAINS InterPro DOMAIN/s: Ubiquitin subgroup (InterPro:IPR019956), Ubiquitin conserved site (InterPro:IPR019954), Ubiquitin (InterPro:IPR000626), Ubiquitin supergroup (InterPro:IPR019955); BEST Arabidopsis thaliana protein match is: ubiquitin 4 (TAIR:AT5G20620.1); Has 39163 Blast hits to 7228 proteins in 725 species: Archae - 0; Bacteria - 126; Metazoa - 18170; Fungi - 4568; Plants - 8003; Viruses - 978; Other Eukaryotes - 7318 (source: NCBI BLink)."	AT4G05320	UBQ10	polyubiquitin 1
POPTR_0006s23360.1	9.173692484	18.86211532	2.056109397	293	1853	0.0	0.047520468	319	DEG	AT5G20885.1	RING/U-box superfamily protein	---	"RING/U-box superfamily protein; FUNCTIONS IN: zinc ion binding; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, RING-type (InterPro:IPR001841), Zinc finger, C3HC4 RING-type (InterPro:IPR018957); BEST Arabidopsis thaliana protein match is: RING/U-box superfamily protein (TAIR:AT3G43430.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."	---	---	--
POPTR_0003s03360.2	33.00826844	13.28267403	-2.485061996	1960	640	6.0	0.03497561	201	DEG	AT4G17140.3	pleckstrin homology (PH) domain-containing protein	---	"pleckstrin homology (PH) domain-containing protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Pleckstrin homology-type (InterPro:IPR011993), Protein of unknown function DUF946 (InterPro:IPR009291), Pleckstrin homology (InterPro:IPR001849); BEST Arabidopsis thaliana protein match is: calcium-dependent lipid-binding family protein (TAIR:AT1G48090.1)."	---	---	--
POPTR_0002s06230.1	10.22518813	34.95482176	3.418501578	70	474	1.0	0.012578947	57	DEG	AT1G14290.1	sphingoid base hydroxylase 2	Encodes one of the two redundant sphingoid base hydroxylases (SBH). Involved in sphingolipid trihydroxy long-chain base (4-hydroxysphinganine) biosynthesis. Double mutants of SBHs were dwarfed and not able to progress from vegetative to reproductive growth.	sphingoid base hydroxylase 2 (SBH2); CONTAINS InterPro DOMAIN/s: Fatty acid hydroxylase (InterPro:IPR006694); BEST Arabidopsis thaliana protein match is: sphingoid base hydroxylase 1 (TAIR:AT1G69640.1); Has 2314 Blast hits to 2272 proteins in 379 species: Archae - 0; Bacteria - 367; Metazoa - 413; Fungi - 680; Plants - 393; Viruses - 3; Other Eukaryotes - 458 (source: NCBI BLink).	AT1G14290	SBH2	sphingoid base hydroxylase 
POPTR_0006s11350.1	18.9692126	73.74201674	3.887457972	14	158	0	0	17	DEG	AT3G54200.1	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	---	"Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: anchored to plasma membrane, plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Late embryogenesis abundant protein, group 2 (InterPro:IPR004864); BEST Arabidopsis thaliana protein match is: Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family (TAIR:AT3G05975.1); Has 631 Blast hits to 630 proteins in 23 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 631; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."	---	---	--
POPTR_0002s04490.1	270.1812778	620.253796	2.295694953	681	99	0.0	0.038101449	234	DEG	AT1G55190.1	PRA1 (Prenylated rab acceptor) family protein	---	"PRA7; INVOLVED IN: vesicle-mediated transport; LOCATED IN: endoplasmic reticulum, plasma membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Prenylated rab acceptor PRA1 (InterPro:IPR004895); BEST Arabidopsis thaliana protein match is: PRA1 (Prenylated rab acceptor) family protein (TAIR:AT3G13720.1); Has 523 Blast hits to 523 proteins in 128 species: Archae - 0; Bacteria - 0; Metazoa - 75; Fungi - 90; Plants - 309; Viruses - 6; Other Eukaryotes - 43 (source: NCBI BLink)."	AT1G55190	PRA7	--
POPTR_0009s15590.1	137.2146822	38.70745223	-3.544916399	1707	61	0	0	18	DEG	AT5G20950.1	Glycosyl hydrolase family protein	---	"Glycosyl hydrolase family protein; FUNCTIONS IN: hydrolase activity, hydrolyzing O-glycosyl compounds; INVOLVED IN: carbohydrate metabolic process; LOCATED IN: cell wall, membrane, plant-type cell wall; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Glycoside hydrolase, family 3, N-terminal (InterPro:IPR001764), Glycoside hydrolase, family 3, C-terminal (InterPro:IPR002772), Glycoside hydrolase, catalytic core (InterPro:IPR017853); BEST Arabidopsis thaliana protein match is: Glycosyl hydrolase family protein (TAIR:AT5G20940.1); Has 10079 Blast hits to 9261 proteins in 1444 species: Archae - 71; Bacteria - 6091; Metazoa - 14; Fungi - 1552; Plants - 486; Viruses - 0; Other Eukaryotes - 1865 (source: NCBI BLink)."	---	---	--
POPTR_0017s01650.1	12.25967802	5.436979646	-2.254869214	62	2751	8.0	0.039020408	242	DEG	AT4G25680.1	PPPDE putative thiol peptidase family protein	---	"PPPDE putative thiol peptidase family protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF862, eukaryotic (InterPro:IPR008580); BEST Arabidopsis thaliana protein match is: PPPDE putative thiol peptidase family protein (TAIR:AT4G25660.1); Has 754 Blast hits to 754 proteins in 155 species: Archae - 0; Bacteria - 0; Metazoa - 207; Fungi - 56; Plants - 348; Viruses - 0; Other Eukaryotes - 143 (source: NCBI BLink)."	---	---	--
POPTR_0014s07850.1	48.51271612	19.07418677	-2.543370089	687	509	6.0	0.034554217	197	DEG	AT4G00530.1	---	---	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 9 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G01725.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).	---	---	--
POPTR_0008s19830.1	38.48855426	158.5369398	4.119067158	700	57	0	0	19	DEG	AT1G59990.1	DEA(D/H)-box RNA helicase family protein	---	"DEA(D/H)-box RNA helicase family protein; FUNCTIONS IN: helicase activity, ATP-dependent helicase activity, nucleic acid binding, ATP binding; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: RNA helicase, DEAD-box type, Q motif (InterPro:IPR014014), DNA/RNA helicase, DEAD/DEAH box type, N-terminal (InterPro:IPR011545), DEAD-like helicase, N-terminal (InterPro:IPR014001), DNA/RNA helicase, C-terminal (InterPro:IPR001650), Helicase, superfamily 1/2, ATP-binding domain (InterPro:IPR014021); BEST Arabidopsis thaliana protein match is: P-loop containing nucleoside triphosphate hydrolases superfamily protein (TAIR:AT2G40700.1); Has 57869 Blast hits to 34290 proteins in 2955 species: Archae - 517; Bacteria - 30307; Metazoa - 8550; Fungi - 6961; Plants - 3872; Viruses - 6; Other Eukaryotes - 7656 (source: NCBI BLink)."	AT1G59990	RH22	RNA helicase 2
POPTR_0003s13810.1	24.27164478	114.6951058	4.725477275	112	87	0	0	20	DEG	AT1G64350.1	Transducin/WD40 repeat-like superfamily protein	seh1-like protein	"SEH1H; FUNCTIONS IN: nucleotide binding; LOCATED IN: chloroplast, heterotrimeric G-protein complex; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: WD40 repeat 2 (InterPro:IPR019782), WD40 repeat-like-containing domain (InterPro:IPR011046), WD40-repeat-containing domain (InterPro:IPR017986), WD40/YVTN repeat-like-containing domain (InterPro:IPR015943), WD40 repeat (InterPro:IPR001680), WD40 repeat, subgroup (InterPro:IPR019781); BEST Arabidopsis thaliana protein match is: transducin family protein / WD-40 repeat family protein (TAIR:AT2G30050.1); Has 1315 Blast hits to 1213 proteins in 251 species: Archae - 0; Bacteria - 230; Metazoa - 335; Fungi - 407; Plants - 224; Viruses - 0; Other Eukaryotes - 119 (source: NCBI BLink)."	AT1G64350	SEH1H	--
POPTR_0007s14290.1	15.34307775	6.800250489	-2.25625185	182	2064	9.0	0.039833333	253	DEG	AT5G10480.1	"Protein-tyrosine phosphatase-like, PTPLA"	"Protein tyrosine phosphatase-like involved in cell division and differentiation. Interacts with CDKA;1 only in its phosphorylated form, preventing dephosphorylation. Overexpression slowed down cell division in suspension cell cultures at the G2-to-M transition and early  mitosis and inhibited Arabidopsis seedling growth. Localized in  the cytoplasm of dividing cells but moved into the nucleus upon cell differentiation. Based on complementation of yeast mutant PAS2 has acyl-CoA dehydratase activity. It interacts with CER10, a component of the microsomal fatty acid elongase complex, suggesting a role in synthesis of VLCFAs (very long chain fatty acids)."	"PASTICCINO 2 (PAS2); CONTAINS InterPro DOMAIN/s: Protein-tyrosine phosphatase-like, PTPLA (InterPro:IPR007482); BEST Arabidopsis thaliana protein match is: Protein-tyrosine phosphatase-like, PTPLA (TAIR:AT5G59770.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."	AT5G10480	PEP	PEPIN
POPTR_0008s14880.1	140.687099	296.2900279	2.106021306	1333	123	9.0	0.03585	210	DEG	AT3G06030.1	NPK1-related protein kinase 3	NPK1-related protein kinase 3	"NPK1-related protein kinase 3 (NP3); FUNCTIONS IN: protein serine/threonine kinase activity, protein kinase activity, kinase activity, ATP binding; INVOLVED IN: cortical microtubule organization; LOCATED IN: apoplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: Mitogen activated protein kinase kinase kinase 3 (InterPro:IPR015748), Protein kinase, ATP binding site (InterPro:IPR017441), Protein kinase, catalytic domain (InterPro:IPR000719), Serine/threonine-protein kinase domain (InterPro:IPR002290), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: NPK1-related protein kinase 1 (TAIR:AT1G09000.1); Has 135037 Blast hits to 132652 proteins in 4867 species: Archae - 156; Bacteria - 15291; Metazoa - 50641; Fungi - 13369; Plants - 33230; Viruses - 554; Other Eukaryotes - 21796 (source: NCBI BLink)."	AT3G06030	NP3	NPK1-related protein kinase 
POPTR_0004s17460.1	11.05618846	22.32072362	2.018844351	99	1517	0.0	0.043719512	273	DEG	AT4G34850.1	Chalcone and stilbene synthase family protein	---	"LESS ADHESIVE POLLEN 5 (LAP5); FUNCTIONS IN: transferase activity, transferring acyl groups other than amino-acyl groups, catalytic activity, acyltransferase activity; INVOLVED IN: phenylpropanoid biosynthetic process, pollen exine formation; LOCATED IN: cellular_component unknown; EXPRESSED IN: leaf whorl, sepal, anther, flower, seed; EXPRESSED DURING: petal differentiation and expansion stage, E expanded cotyledon stage; CONTAINS InterPro DOMAIN/s: Chalcone/stilbene synthase, N-terminal (InterPro:IPR001099), Thiolase-like (InterPro:IPR016039), Polyketide synthase, type III (InterPro:IPR011141), Thiolase-like, subgroup (InterPro:IPR016038), Chalcone/stilbene synthase, C-terminal (InterPro:IPR012328); BEST Arabidopsis thaliana protein match is: Chalcone and stilbene synthase family protein (TAIR:AT1G02050.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."	AT4G34850	LAP5	LESS ADHESIVE POLLEN 
POPTR_0010s13170.3	279.3728728	1759.935825	6.299594542	1	3	0	0	24	DEG	AT1G25375.1	Metallo-hydrolase/oxidoreductase superfamily protein	---	"Metallo-hydrolase/oxidoreductase superfamily protein; FUNCTIONS IN: hydrolase activity, catalytic activity; INVOLVED IN: metabolic process; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Beta-lactamase-like (InterPro:IPR001279); Has 5673 Blast hits to 5670 proteins in 1426 species: Archae - 148; Bacteria - 3668; Metazoa - 137; Fungi - 138; Plants - 124; Viruses - 0; Other Eukaryotes - 1458 (source: NCBI BLink)."	---	---	--
POPTR_0003s18070.1	24.40444139	60.73326259	2.488615151	454	371	4.0	0.022761905	111	DEG	AT5G57970.1	DNA glycosylase superfamily protein	---	"DNA glycosylase superfamily protein; FUNCTIONS IN: DNA-3-methyladenine glycosylase I activity, catalytic activity; INVOLVED IN: DNA repair, base-excision repair; EXPRESSED IN: 10 plant structures; EXPRESSED DURING: 6 growth stages; CONTAINS InterPro DOMAIN/s: DNA glycosylase (InterPro:IPR011257), Methyladenine glycosylase (InterPro:IPR005019); BEST Arabidopsis thaliana protein match is: DNA glycosylase superfamily protein (TAIR:AT1G80850.1); Has 3809 Blast hits to 3727 proteins in 1589 species: Archae - 10; Bacteria - 3189; Metazoa - 57; Fungi - 9; Plants - 164; Viruses - 0; Other Eukaryotes - 380 (source: NCBI BLink)."	---	---	--
POPTR_0006s23020.1	73.0158934	149.6762696	2.049913555	47	299	0.0	0.043454545	271	DEG	AT3G53540.1	---	---	unknown protein; LOCATED IN: plasma membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3741 (InterPro:IPR022212); BEST Arabidopsis thaliana protein match is: Protein of unknown function (DUF3741) (TAIR:AT4G28760.2); Has 1710 Blast hits to 868 proteins in 206 species: Archae - 2; Bacteria - 409; Metazoa - 304; Fungi - 204; Plants - 304; Viruses - 2; Other Eukaryotes - 485 (source: NCBI BLink).	---	---	--
POPTR_0010s09790.1	37.0539236	207.1331951	5.590047556	207	22	0	0	25	DEG	AT4G14910.1	HISTIDINE BIOSYNTHESIS 5B	Encodes a protein that is predicted to act as a imidazoleglycerol-phosphate dehydratase involved in histidine biosynthesis	"HISTIDINE BIOSYNTHESIS 5B (HISN5B); FUNCTIONS IN: imidazoleglycerol-phosphate dehydratase activity; INVOLVED IN: histidine biosynthetic process; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Imidazoleglycerol-phosphate dehydratase, conserved site (InterPro:IPR020565), Ribosomal protein S5 domain 2-type fold (InterPro:IPR020568), Imidazoleglycerol-phosphate dehydratase (InterPro:IPR000807); BEST Arabidopsis thaliana protein match is: imidazoleglycerol-phosphate dehydratase (TAIR:AT3G22425.2); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."	AT4G14910	HISN5B	HISTIDINE BIOSYNTHESIS 5
POPTR_0007s09320.1	33.75278756	67.31263496	1.994283727	608	548	0.0	0.046434286	307	DEG	AT4G35790.2	phospholipase D delta	Encodes a protein with phospholipase D activity. Involved in phospolipase metabolism. Mutants are affected in hydrogen peroxide mediated cell death.	"ARABIDOPSIS THALIANA PHOSPHOLIPASE D DELTA (ATPLDDELTA); FUNCTIONS IN: phospholipase D activity; INVOLVED IN: response to water deprivation, response to cold, hyperosmotic salinity response, phosphatidic acid metabolic process, programmed cell death; LOCATED IN: microtubule cytoskeleton, plasma membrane, vacuole, membrane; EXPRESSED IN: 31 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: C2 membrane targeting protein (InterPro:IPR018029), C2 calcium/lipid-binding domain, CaLB (InterPro:IPR008973), Phospholipase D (InterPro:IPR015679), Phospholipase D, plant (InterPro:IPR011402), Phospholipase D/Transphosphatidylase (InterPro:IPR001736), C2 calcium-dependent membrane targeting (InterPro:IPR000008); BEST Arabidopsis thaliana protein match is: phospholipase D beta 1 (TAIR:AT2G42010.1); Has 2426 Blast hits to 1986 proteins in 434 species: Archae - 0; Bacteria - 499; Metazoa - 513; Fungi - 443; Plants - 789; Viruses - 0; Other Eukaryotes - 182 (source: NCBI BLink)."	AT4G35790	PLDDELTA	phospholipase D delt
POPTR_0014s00630.1	24.46208221	10.60346425	-2.306989644	87	1170	8.0	0.038626263	238	DEG	AT3G14470.1	NB-ARC domain-containing disease resistance protein	---	"NB-ARC domain-containing disease resistance protein; FUNCTIONS IN: protein binding; INVOLVED IN: apoptosis, defense response; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Leucine-rich repeat-containing protein (InterPro:IPR015766), NB-ARC (InterPro:IPR002182), Leucine-rich repeat (InterPro:IPR001611), Disease resistance protein (InterPro:IPR000767); BEST Arabidopsis thaliana protein match is: LRR and NB-ARC domains-containing disease resistance protein (TAIR:AT3G14460.1); Has 25652 Blast hits to 19792 proteins in 681 species: Archae - 38; Bacteria - 1467; Metazoa - 4997; Fungi - 304; Plants - 18213; Viruses - 0; Other Eukaryotes - 633 (source: NCBI BLink)."	---	---	--
POPTR_0014s06440.1	159.3272456	393.7803485	2.471519212	35	94	4.0	0.022494118	108	DEG	AT2G45350.1	Pentatricopeptide repeat (PPR) superfamily protein	Encodes a member of a PCMP (plant combinatorial and modular protein) family (PCMP-E subfamily) with 11 pentatricopeptide (PPR) repeats.  The protein is involved in RNA editing of the initiation codon of ndhD in the chloroplast.	"CHLORORESPIRATORY REDUCTION 4 (CRR4); INVOLVED IN: mRNA modification; LOCATED IN: chloroplast, vacuole; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: Tetratricopeptide repeat (TPR)-like superfamily protein (TAIR:AT4G02750.1); Has 36388 Blast hits to 13274 proteins in 208 species: Archae - 0; Bacteria - 3; Metazoa - 67; Fungi - 16; Plants - 35908; Viruses - 0; Other Eukaryotes - 394 (source: NCBI BLink)."	AT2G45350	CRR4	CHLORORESPIRATORY REDUCTION 
